id,name,cost_net,vat,cost_gross,category
25231,Obudowa,2317.48,12,2595.58,C
25232,Kalkulator,1377.68,8,1487.89,A
25233,Modem,3996.36,12,4475.92,F
25234,Telefon,3272.46,23,4025.13,E
25235,Czajnik,4674.46,8,5048.42,E
25236,Ładowarka,1887.33,12,2113.81,F
25237,Pendrive,4026.84,8,4348.99,E
25238,Słuchawki,4100.19,23,5043.23,C
25239,Subwoofer,3210.7,23,3949.16,H
25240,Interfejs audio,1134.41,12,1270.54,C
25241,Pamięć RAM,915.09,12,1024.9,D
25242,Odkurzacz,2405.07,8,2597.48,D
25243,Procesor,641.08,5,673.13,B
25244,Kino domowe,1197.62,23,1473.07,B
25245,Głośnik,4218.01,23,5188.15,D
25246,Kalkulator,4400.31,5,4620.33,D
25247,Zmywarka,402.98,8,435.22,D
25248,Skaner,292.36,23,359.6,D
25249,Tablet,4084.48,5,4288.7,A
25250,Telewizor,426.49,12,477.67,C
25251,Płyta główna,110.73,23,136.2,F
25252,Szkło hartowane,1845.91,8,1993.58,C
25253,Hub USB,2389.41,5,2508.88,A
25254,Uchwyt,1741.16,23,2141.63,A
25255,Pralka,2784.5,5,2923.72,B
25256,Uchwyt,3404.4,23,4187.41,B
25257,Statyw,2178.1,23,2679.06,G
25258,Skaner,3141.29,8,3392.59,E
25259,Tablet,3005.59,12,3366.26,D
25260,Statyw,3377.24,8,3647.42,A
25261,Pendrive,1634.63,5,1716.36,A
25262,Telefon,4570.54,12,5119.0,D
25263,Statyw,739.02,8,798.14,A
25264,Modem,4848.01,5,5090.41,A
25265,Webcam,1195.76,5,1255.55,G
25266,Karta pamięci,2673.47,23,3288.37,D
25267,Filtr,3473.72,8,3751.62,D
25268,Skaner,345.25,5,362.51,B
25269,Tablet,2277.16,5,2391.02,H
25270,Laptop,1852.84,23,2278.99,D
25271,Lokalizator,3210.89,23,3949.39,G
25272,Głośnik,3699.31,12,4143.23,E
25273,Wzmacniacz,1230.17,8,1328.58,A
25274,Odkurzacz,1698.67,5,1783.6,B
25275,Telewizor,1612.62,12,1806.13,G
25276,Mikser,3926.0,12,4397.12,B
25277,Skaner,1063.14,12,1190.72,A
25278,Gramofon,4989.24,5,5238.7,H
25279,Kontroler,1571.5,5,1650.08,B
25280,Filtr,3359.22,23,4131.84,E
25281,Odtwarzacz,2376.96,12,2662.2,G
25282,Karta graficzna,1321.68,5,1387.76,E
25283,Nawigacja,2976.97,5,3125.82,D
25284,Konwerter,1298.7,23,1597.4,D
25285,Stacja dokująca,4332.08,8,4678.65,B
25286,Drukarka,4234.1,5,4445.81,B
25287,Słuchawki,766.78,8,828.12,E
25288,Webcam,3947.39,5,4144.76,F
25289,Subwoofer,3524.44,8,3806.4,B
25290,Aparat,2885.52,5,3029.8,F
25291,Router,4050.91,5,4253.46,F
25292,Odkurzacz,1339.26,23,1647.29,G
25293,Karta pamięci,2721.94,23,3347.99,B
25294,Webcam,2823.5,12,3162.32,G
25295,Pendrive,1518.74,8,1640.24,B
25296,Kolumny,601.62,23,739.99,D
25297,Mikser,4865.55,23,5984.63,H
25298,Tablet,4804.17,12,5380.67,C
25299,Router,1018.74,23,1253.05,C
25300,Ładowarka,3380.93,23,4158.54,F
25301,Statyw,1790.8,5,1880.34,E
25302,Statyw,4447.11,5,4669.47,G
25303,Wzmacniacz,2224.56,8,2402.52,E
25304,SSD,3117.52,12,3491.62,C
25305,Telefon,2360.16,8,2548.97,G
25306,Kabel,3121.15,8,3370.84,G
25307,Drukarka,4419.43,23,5435.9,G
25308,Soundbar,3392.32,12,3799.4,F
25309,Czajnik,2496.56,5,2621.39,A
25310,Laptop,1997.18,8,2156.95,C
25311,Toster,471.06,12,527.59,F
25312,Hub USB,1153.23,8,1245.49,D
25313,Klawiatura,969.48,5,1017.95,H
25314,Obudowa,1155.8,5,1213.59,G
25315,Ładowarka,3770.29,8,4071.91,D
25316,Lampa,3630.77,12,4066.46,C
25317,Niszczarka,2129.46,5,2235.93,G
25318,Mikrofon,4289.69,5,4504.17,D
25319,Powerbank,2147.06,5,2254.41,H
25320,Smartband,1981.68,12,2219.48,F
25321,Subwoofer,4425.35,23,5443.18,D
25322,Karta graficzna,1325.55,8,1431.59,G
25323,Czajnik,2947.4,12,3301.09,G
25324,Monitor,3161.6,12,3540.99,D
25325,Tablet,3380.75,8,3651.21,E
25326,Lampa,896.1,8,967.79,F
25327,Płyta główna,629.78,12,705.35,D
25328,Mysz,572.05,12,640.7,D
25329,Equalizer,2883.27,12,3229.26,A
25330,Szkło hartowane,534.55,8,577.31,C
25331,Klawiatura,3237.04,8,3496.0,B
25332,Ładowarka,778.86,8,841.17,D
25333,Equalizer,1785.45,12,1999.7,C
25334,Mikrofon,4125.45,8,4455.49,G
25335,Procesor,3600.47,5,3780.49,G
25336,Powerbank,3730.35,12,4177.99,F
25337,Aparat,2345.66,5,2462.94,H
25338,Chłodzenie,299.37,23,368.23,A
25339,Drukarka,908.92,8,981.63,C
25340,Router,1798.5,8,1942.38,A
25341,Nawigacja,3839.69,5,4031.67,G
25342,Klimatyzator,3328.53,5,3494.96,E
25343,Kamera,2999.7,5,3149.68,E
25344,Mikrofon,1860.16,23,2288.0,G
25345,Gramofon,4561.86,8,4926.81,G
25346,Lampa biurkowa,1268.73,23,1560.54,E
25347,Monitor,359.99,5,377.99,E
25348,Niszczarka,4039.73,12,4524.5,H
25349,Projektor,4742.53,23,5833.31,H
25350,Statyw,4726.98,23,5814.19,D
25351,Czajnik,4663.52,12,5223.14,A
25352,Nawigacja,2710.47,23,3333.88,B
25353,Mikser,993.85,8,1073.36,A
25354,Smartwatch,1436.68,8,1551.61,E
25355,Mysz,1144.77,8,1236.35,G
25356,Kino domowe,897.79,5,942.68,A
25357,Soundbar,2937.64,5,3084.52,B
25358,Podkładka,1608.12,8,1736.77,F
25359,Amplituner,3766.37,12,4218.33,D
25360,Tablet,676.59,12,757.78,E
25361,Kabel,1224.04,12,1370.92,B
25362,Powerbank,1854.19,8,2002.53,G
25363,Projektor,4762.67,5,5000.8,B
25364,Procesor,1368.28,8,1477.74,D
25365,Bindownica,1955.42,8,2111.85,G
25366,Czajnik,2315.16,5,2430.92,A
25367,Powerbank,985.14,12,1103.36,C
25368,Toster,237.8,5,249.69,F
25369,Uchwyt,3426.5,5,3597.83,E
25370,Ładowarka,2161.81,23,2659.03,B
25371,Antena,403.33,23,496.1,H
25372,Kolumny,4356.54,8,4705.06,F
25373,Router,4040.67,12,4525.55,G
25374,Ładowarka,968.97,23,1191.83,B
25375,Aparat,3818.86,8,4124.37,H
25376,Chłodzenie,1455.58,23,1790.36,G
25377,Ładowarka,346.42,5,363.74,E
25378,Statyw,1196.9,23,1472.19,D
25379,Ładowarka,1756.06,12,1966.79,D
25380,Odkurzacz,3818.89,23,4697.23,C
25381,Klawiatura,4537.23,5,4764.09,H
25382,Mikser,2913.59,8,3146.68,A
25383,Obudowa,4055.52,8,4379.96,A
25384,Ładowarka,2687.43,23,3305.54,H
25385,Webcam,4798.39,12,5374.2,D
25386,Soundbar,1456.81,5,1529.65,H
25387,Adapter,2809.83,23,3456.09,B
25388,Klawiatura,1215.46,8,1312.7,B
25389,Torba,2616.51,23,3218.31,F
25390,Ładowarka,951.39,8,1027.5,A
25391,Zasilacz,4767.24,5,5005.6,F
25392,Głośnik,948.4,12,1062.21,G
25393,Mikser,2559.8,5,2687.79,H
25394,Wzmacniacz,1966.35,12,2202.31,C
25395,Zasilacz,200.09,23,246.11,A
25396,Ładowarka,3390.04,23,4169.75,D
25397,Amplituner,771.35,12,863.91,C
25398,Smartwatch,4362.74,8,4711.76,H
25399,Wzmacniacz sygnału,2425.86,8,2619.93,B
25400,Wzmacniacz,890.97,12,997.89,E
25401,Equalizer,2543.47,8,2746.95,G
25402,Monitor,115.44,8,124.68,C
25403,Pamięć RAM,1052.09,12,1178.34,F
25404,Chłodzenie,1610.97,23,1981.49,B
25405,Mysz,3642.68,8,3934.09,F
25406,Equalizer,3716.54,12,4162.52,D
25407,Adapter,1483.7,23,1824.95,H
25408,Laptop,3050.48,5,3203.0,H
25409,Lampa,2708.32,8,2924.99,D
25410,Kalkulator,1503.2,12,1683.58,D
25411,Słuchawki,365.88,8,395.15,A
25412,Subwoofer,4902.17,12,5490.43,E
25413,Chłodzenie,4711.15,8,5088.04,B
25414,Słuchawki,448.85,8,484.76,H
25415,Gramofon,4923.13,23,6055.45,A
25416,Switch,3631.31,23,4466.51,D
25417,Smartband,4475.35,5,4699.12,F
25418,Klawiatura,3485.95,23,4287.72,G
25419,Konsola,2071.22,5,2174.78,G
25420,Klimatyzator,2562.21,23,3151.52,D
25421,Ładowarka,764.56,12,856.31,H
25422,Modem,1792.82,5,1882.46,H
25423,Lampa,977.22,12,1094.49,E
25424,Głośnik,3292.89,5,3457.53,H
25425,Odtwarzacz,1086.67,23,1336.6,H
25426,Soundbar,1460.91,5,1533.96,E
25427,Lampa biurkowa,813.47,23,1000.57,G
25428,Mysz,2302.31,5,2417.43,C
25429,Obudowa,877.91,23,1079.83,B
25430,Mikrofon,4540.19,8,4903.41,E
25431,Stacja dokująca,1368.75,23,1683.56,A
25432,Mysz,2767.1,12,3099.15,A
25433,Torba,2542.17,5,2669.28,C
25434,Tuner,2236.99,5,2348.84,C
25435,Karta pamięci,470.21,8,507.83,A
25436,Stacja dokująca,4761.55,23,5856.71,C
25437,Gramofon,4091.16,8,4418.45,D
25438,Pralka,731.36,12,819.12,D
25439,Stacja dokująca,1165.56,12,1305.43,G
25440,Robot kuchenny,2744.77,8,2964.35,E
25441,Drukarka,3437.83,23,4228.53,A
25442,Podkładka,1136.42,12,1272.79,H
25443,Monitor,2338.82,8,2525.93,G
25444,Procesor,1615.18,5,1695.94,H
25445,Słuchawki,4609.66,23,5669.88,F
25446,Zasilacz,3020.8,23,3715.58,D
25447,Antena,4469.34,5,4692.81,A
25448,Wzmacniacz,2800.53,5,2940.56,H
25449,Powerbank,1866.25,12,2090.2,C
25450,Zasilacz,3008.27,8,3248.93,B
25451,Amplituner,3667.92,5,3851.32,H
25452,Subwoofer,2347.14,5,2464.5,C
25453,Słuchawki,3631.24,12,4066.99,A
25454,Lodówka,3868.14,5,4061.55,H
25455,Kabel,2105.8,5,2211.09,H
25456,Telewizor,3639.41,8,3930.56,B
25457,Odtwarzacz,836.18,12,936.52,C
25458,Aparat,3110.3,12,3483.54,E
25459,Lampa,2588.18,8,2795.23,D
25460,Dysk external,3679.52,8,3973.88,D
25461,Kontroler,1308.73,12,1465.78,C
25462,Interfejs audio,611.82,5,642.41,C
25463,Adapter,300.41,5,315.43,C
25464,Projektor,218.17,12,244.35,C
25465,Powerbank,4571.27,8,4936.97,D
25466,Wzmacniacz,1694.46,8,1830.02,C
25467,Lampa biurkowa,3423.59,12,3834.42,A
25468,Zasilacz,95.74,8,103.4,D
25469,Klimatyzator,3608.21,8,3896.87,B
25470,Mysz,2077.13,23,2554.87,E
25471,Mysz,1698.8,12,1902.66,E
25472,Monitor,2950.85,23,3629.55,A
25473,Etui,2944.16,23,3621.32,C
25474,Konsola,3363.99,12,3767.67,B
25475,Laptop,858.03,23,1055.38,C
25476,Uchwyt,788.4,12,883.01,D
25477,Hub USB,1810.45,23,2226.85,C
25478,Equalizer,705.72,23,868.04,E
25479,Słuchawki,2048.36,5,2150.78,D
25480,Zasilacz,3114.35,5,3270.07,G
25481,Kamera,2727.74,8,2945.96,E
25482,Obudowa,2332.4,23,2868.85,A
25483,Toster,2948.77,5,3096.21,B
25484,Hub USB,2839.61,12,3180.36,B
25485,Wzmacniacz,3826.63,8,4132.76,F
25486,Klimatyzator,1681.81,5,1765.9,G
25487,Ładowarka,1320.06,23,1623.67,H
25488,Dysk external,2697.63,5,2832.51,G
25489,Adapter,1034.29,8,1117.03,F
25490,Amplituner,4269.57,23,5251.57,E
25491,Lodówka,2491.36,12,2790.32,C
25492,Wzmacniacz sygnału,1064.46,23,1309.29,A
25493,Smartband,3186.7,12,3569.1,D
25494,Konsola,4979.37,8,5377.72,D
25495,Chłodzenie,4815.24,23,5922.75,E
25496,Zmywarka,2406.54,23,2960.04,A
25497,Karta pamięci,4325.5,5,4541.78,C
25498,Ładowarka,1719.07,23,2114.46,F
25499,Pendrive,1050.04,12,1176.04,D
25500,Dysk,1461.14,23,1797.2,G
25501,Klimatyzator,629.71,8,680.09,H
25502,Klawiatura,1127.18,12,1262.44,A
25503,Torba,2863.45,8,3092.53,F
25504,Pamięć RAM,3199.95,12,3583.94,D
25505,Pendrive,2915.33,5,3061.1,G
25506,Pendrive,2831.58,5,2973.16,B
25507,Kolumny,1902.58,8,2054.79,A
25508,Czajnik,3345.76,8,3613.42,E
25509,Konsola,4977.25,23,6122.02,D
25510,Equalizer,1032.57,23,1270.06,B
25511,Obiektyw,66.04,12,73.96,C
25512,Filtr,1277.11,23,1570.85,G
25513,Stacja dokująca,456.71,5,479.55,C
25514,Equalizer,2750.38,8,2970.41,G
25515,Smartwatch,3346.45,8,3614.17,G
25516,Klawiatura,2590.47,5,2719.99,C
25517,Podkładka,3491.08,12,3910.01,G
25518,Stacja dokująca,2934.14,12,3286.24,E
25519,Obiektyw,1526.39,5,1602.71,B
25520,Uchwyt,173.52,5,182.2,D
25521,Podstawka,2837.66,23,3490.32,B
25522,Etui,1235.59,5,1297.37,D
25523,Słuchawki,4741.61,12,5310.6,B
25524,Uchwyt,1477.45,12,1654.74,F
25525,Mikser,2361.97,8,2550.93,H
25526,Mikrofon,1909.08,12,2138.17,H
25527,Toster,4664.68,12,5224.44,B
25528,Mikrofon,1028.55,12,1151.98,D
25529,Chłodzenie,1476.13,8,1594.22,G
25530,Obudowa,3440.06,12,3852.87,F
25531,Lampa biurkowa,1139.86,23,1402.03,A
25532,SSD,712.38,8,769.37,F
25533,Klawiatura,4341.17,12,4862.11,B
25534,Pendrive,809.08,5,849.53,A
25535,Torba,953.27,12,1067.66,D
25536,Kabel,1637.82,23,2014.52,C
25537,Wzmacniacz sygnału,3559.94,5,3737.94,A
25538,Telewizor,3597.79,12,4029.52,C
25539,Torba,382.29,23,470.22,G
25540,Smartband,500.1,5,525.11,B
25541,Etui,2858.9,23,3516.45,E
25542,Odkurzacz,144.76,23,178.05,D
25543,Toster,1365.39,23,1679.43,A
25544,Karta pamięci,2872.94,12,3217.69,G
25545,Słuchawki,428.89,5,450.33,H
25546,Router,4264.67,5,4477.9,H
25547,Toster,2895.23,5,3039.99,C
25548,Modem,1114.27,5,1169.98,D
25549,Zmywarka,338.19,8,365.25,G
25550,Stacja dokująca,4573.6,5,4802.28,F
25551,Interfejs audio,746.35,5,783.67,E
25552,Słuchawki,2279.61,12,2553.16,E
25553,Podstawka,3002.81,8,3243.03,B
25554,Uchwyt,1512.13,23,1859.92,D
25555,Router,3488.96,23,4291.42,B
25556,Filtr,1547.72,5,1625.11,H
25557,Odtwarzacz,4611.33,8,4980.24,H
25558,Nawigacja,4671.17,12,5231.71,G
25559,Szkło hartowane,836.54,23,1028.94,B
25560,Zasilacz,1022.63,23,1257.83,C
25561,Lampa biurkowa,4212.18,12,4717.64,B
25562,Ładowarka,4544.8,23,5590.1,H
25563,Ładowarka,4643.28,8,5014.74,C
25564,Subwoofer,4412.72,5,4633.36,F
25565,Płyta główna,2740.46,12,3069.32,H
25566,Lodówka,775.77,23,954.2,A
25567,Etui,4946.89,12,5540.52,H
25568,Dysk external,896.81,12,1004.43,F
25569,Odkurzacz,3121.75,12,3496.36,D
25570,Laptop,61.02,12,68.34,H
25571,Ładowarka,440.64,5,462.67,A
25572,Zasilacz,2876.69,12,3221.89,D
25573,Mysz,4525.74,23,5566.66,G
25574,Zasilacz,615.02,12,688.82,H
25575,Fotel,3927.61,8,4241.82,B
25576,Ładowarka,68.14,8,73.59,E
25577,Skaner,4975.35,23,6119.68,H
25578,Słuchawki,300.75,12,336.84,C
25579,Torba,1329.22,5,1395.68,G
25580,Płyta główna,1829.92,8,1976.31,F
25581,Mysz,622.51,8,672.31,G
25582,Procesor,1074.2,5,1127.91,B
25583,Equalizer,3391.38,23,4171.4,E
25584,Wzmacniacz sygnału,3041.0,23,3740.43,D
25585,Webcam,4127.21,5,4333.57,A
25586,Tablet,1845.57,8,1993.22,E
25587,Kabel,1940.26,23,2386.52,H
25588,Zasilacz,952.45,23,1171.51,H
25589,Płyta główna,2070.75,5,2174.29,C
25590,Pamięć RAM,1222.69,12,1369.41,E
25591,Tuner,1044.25,23,1284.43,D
25592,Płyta główna,426.04,8,460.12,E
25593,Switch,418.66,12,468.9,D
25594,Odtwarzacz,4196.3,12,4699.86,B
25595,Subwoofer,1275.04,12,1428.04,A
25596,Torba,344.48,5,361.7,G
25597,Pendrive,3777.72,23,4646.6,B
25598,Tuner,1401.61,8,1513.74,E
25599,Etui,3988.08,23,4905.34,G
25600,Adapter,4703.78,5,4938.97,E
25601,Modem,2828.7,23,3479.3,C
25602,Gramofon,1700.41,23,2091.5,D
25603,Klawiatura,3403.03,23,4185.73,A
25604,Lodówka,3036.37,5,3188.19,H
25605,Projektor,1401.54,5,1471.62,F
25606,Słuchawki,3895.14,12,4362.56,C
25607,Router,514.92,8,556.11,A
25608,Toster,1967.79,23,2420.38,H
25609,Słuchawki,1632.44,8,1763.04,G
25610,Webcam,4844.34,12,5425.66,D
25611,Mikser,2114.44,5,2220.16,H
25612,Obiektyw,2353.05,8,2541.29,F
25613,Smartwatch,3434.85,23,4224.87,C
25614,Karta pamięci,1398.52,12,1566.34,D
25615,Lokalizator,4422.95,23,5440.23,A
25616,Mysz,3529.05,8,3811.37,A
25617,Mysz,4442.8,8,4798.22,A
25618,Zmywarka,2546.03,8,2749.71,C
25619,Projektor,1239.9,23,1525.08,C
25620,Adapter,3047.5,23,3748.42,A
25621,Klimatyzator,863.49,23,1062.09,C
25622,Mikser,4048.22,8,4372.08,A
25623,Konwerter,3499.98,5,3674.98,G
25624,Pamięć RAM,4768.82,5,5007.26,F
25625,SSD,3878.53,5,4072.46,E
25626,Uchwyt,4219.47,8,4557.03,A
25627,Odtwarzacz,628.53,12,703.95,H
25628,Mikrofon,303.15,23,372.87,B
25629,Projektor,1409.57,23,1733.77,C
25630,Odkurzacz,3924.85,5,4121.09,E
25631,Statyw,4669.6,12,5229.95,D
25632,Wzmacniacz sygnału,2610.36,12,2923.6,E
25633,Mikser,497.65,8,537.46,G
25634,Router,3997.05,8,4316.81,A
25635,Tuner,2293.16,23,2820.59,G
25636,Router,3175.48,12,3556.54,C
25637,Lodówka,374.55,5,393.28,A
25638,Amplituner,1242.28,23,1528.0,D
25639,Modem,87.79,12,98.32,A
25640,Bindownica,2026.58,8,2188.71,E
25641,Słuchawki,1560.38,12,1747.63,E
25642,Robot kuchenny,3165.96,23,3894.13,E
25643,Obudowa,1562.45,5,1640.57,F
25644,Zmywarka,3222.01,23,3963.07,A
25645,Pamięć RAM,1223.48,5,1284.65,D
25646,Pralka,498.11,12,557.88,G
25647,Kabel,3630.76,8,3921.22,B
25648,Equalizer,1433.19,12,1605.17,B
25649,Powerbank,1944.42,12,2177.75,D
25650,Statyw,3227.35,8,3485.54,A
25651,Karta pamięci,3319.68,23,4083.21,D
25652,Kolumny,4638.34,8,5009.41,E
25653,Podstawka,2543.07,8,2746.52,C
25654,Adapter,1026.64,8,1108.77,E
25655,Nawigacja,2318.92,5,2434.87,C
25656,Głośnik,148.77,23,182.99,D
25657,Lokalizator,3756.58,8,4057.11,C
25658,Filtr,233.14,8,251.79,H
25659,Switch,4477.7,5,4701.59,G
25660,Mikrofon,911.28,12,1020.63,E
25661,Mikser,255.64,8,276.09,B
25662,Ładowarka,972.02,8,1049.78,C
25663,Ładowarka,3782.68,5,3971.81,B
25664,Chłodzenie,3442.24,5,3614.35,D
25665,Pendrive,4048.31,12,4534.11,E
25666,Powerbank,998.41,23,1228.04,H
25667,Słuchawki,2951.62,5,3099.2,D
25668,Mysz,897.27,8,969.05,G
25669,Amplituner,3447.07,23,4239.9,F
25670,Klawiatura,1979.86,8,2138.25,C
25671,Ładowarka,3811.69,23,4688.38,E
25672,Modem,900.46,8,972.5,D
25673,Modem,2612.52,23,3213.4,H
25674,Adapter,2182.37,5,2291.49,F
25675,Wzmacniacz,653.0,5,685.65,F
25676,Procesor,2615.68,5,2746.46,H
25677,Aparat,871.49,5,915.06,F
25678,Głośnik,743.34,8,802.81,C
25679,Ładowarka,1492.74,12,1671.87,B
25680,Laptop,3353.41,8,3621.68,F
25681,Etui,1994.78,12,2234.15,G
25682,Nawigacja,697.24,5,732.1,A
25683,Mysz,541.31,8,584.61,E
25684,SSD,1612.72,12,1806.25,F
25685,Niszczarka,63.34,12,70.94,B
25686,Skaner,3308.71,23,4069.71,C
25687,Uchwyt,1188.11,23,1461.38,H
25688,Projektor,3269.57,5,3433.05,H
25689,Konwerter,2401.55,5,2521.63,A
25690,Robot kuchenny,3720.99,5,3907.04,C
25691,Aparat,4339.89,8,4687.08,C
25692,Obudowa,4928.65,23,6062.24,D
25693,Uchwyt,4586.46,5,4815.78,A
25694,Chłodzenie,4220.95,5,4432.0,E
25695,Zmywarka,3181.31,12,3563.07,A
25696,Pralka,1168.68,5,1227.11,D
25697,Mikser,1940.2,23,2386.45,A
25698,Podstawka,1186.57,5,1245.9,B
25699,Projektor,3983.81,12,4461.87,A
25700,Klawiatura,3540.17,8,3823.38,A
25701,Etui,4355.88,5,4573.67,H
25702,Statyw,1972.1,12,2208.75,B
25703,Ładowarka,2795.83,23,3438.87,E
25704,Zmywarka,1076.78,5,1130.62,A
25705,Głośnik,3997.85,5,4197.74,F
25706,Fotel,4774.16,23,5872.22,E
25707,Pendrive,2821.51,23,3470.46,A
25708,Smartwatch,4003.41,8,4323.68,H
25709,Torba,2824.26,23,3473.84,E
25710,Tablet,4091.41,8,4418.72,A
25711,Mikser,2888.81,23,3553.24,D
25712,Czajnik,4197.06,5,4406.91,E
25713,Czajnik,201.31,12,225.47,G
25714,Słuchawki,1657.59,23,2038.84,F
25715,Zmywarka,1648.87,8,1780.78,B
25716,Etui,3364.47,8,3633.63,E
25717,Statyw,1914.47,23,2354.8,G
25718,Pamięć RAM,3654.67,8,3947.04,F
25719,Obudowa,2935.86,8,3170.73,C
25720,Pamięć RAM,1732.96,8,1871.6,H
25721,Powerbank,4876.75,5,5120.59,C
25722,Lampa biurkowa,1212.58,12,1358.09,D
25723,Słuchawki,1719.0,5,1804.95,G
25724,Odkurzacz,2094.92,12,2346.31,A
25725,Uchwyt,2136.68,12,2393.08,D
25726,Stacja dokująca,285.7,12,319.98,G
25727,Wzmacniacz sygnału,4624.55,23,5688.2,D
25728,Antena,1982.97,23,2439.05,D
25729,Kabel,3407.61,12,3816.52,H
25730,Podstawka,3675.37,12,4116.41,D
25731,Ładowarka,4032.76,12,4516.69,B
25732,Kabel,213.39,23,262.47,E
25733,Lampa,89.44,23,110.01,A
25734,Lodówka,330.96,12,370.68,A
25735,Mysz,3520.19,8,3801.81,E
25736,Mikser,2806.19,12,3142.93,F
25737,Adapter,1206.88,23,1484.46,H
25738,Kabel,1175.34,23,1445.67,D
25739,Projektor,2715.11,12,3040.92,A
25740,Klawiatura,3341.16,23,4109.63,B
25741,Chłodzenie,4460.31,23,5486.18,E
25742,Kabel,513.94,8,555.06,A
25743,Klawiatura,4352.89,5,4570.53,F
25744,Interfejs audio,1292.27,23,1589.49,C
25745,Powerbank,59.54,5,62.52,G
25746,Antena,116.66,8,125.99,H
25747,Gramofon,4722.73,12,5289.46,E
25748,Equalizer,2345.98,5,2463.28,H
25749,Torba,4013.4,23,4936.48,B
25750,Płyta główna,608.45,5,638.87,C
25751,Kalkulator,912.34,5,957.96,B
25752,Odkurzacz,3214.36,8,3471.51,D
25753,Uchwyt,1054.51,12,1181.05,A
25754,Equalizer,336.38,12,376.75,H
25755,Konsola,1750.99,23,2153.72,E
25756,Uchwyt,1295.28,23,1593.19,H
25757,Słuchawki,4544.75,5,4771.99,A
25758,Smartband,575.44,5,604.21,D
25759,Powerbank,4440.9,23,5462.31,B
25760,Gramofon,4907.89,5,5153.28,E
25761,Gramofon,3470.65,12,3887.13,G
25762,Smartband,4491.09,5,4715.64,F
25763,Ładowarka,3589.22,5,3768.68,E
25764,Obudowa,1554.03,8,1678.35,D
25765,Dysk,3637.77,8,3928.79,G
25766,Kalkulator,1266.42,5,1329.74,B
25767,Karta graficzna,4271.45,12,4784.02,C
25768,Robot kuchenny,1183.39,8,1278.06,H
25769,Router,4787.61,5,5026.99,A
25770,Telewizor,4166.97,8,4500.33,C
25771,Obiektyw,1719.56,5,1805.54,C
25772,Powerbank,2042.18,23,2511.88,F
25773,Adapter,312.29,12,349.76,G
25774,Skaner,2138.9,12,2395.57,D
25775,Fotel,722.91,5,759.06,C
25776,Uchwyt,3439.35,12,3852.07,G
25777,Słuchawki,2759.68,12,3090.84,D
25778,Chłodzenie,768.86,8,830.37,F
25779,Kontroler,3827.07,8,4133.24,B
25780,Smartband,4107.03,5,4312.38,D
25781,Toster,2844.05,5,2986.25,G
25782,Lampa biurkowa,2272.71,8,2454.53,D
25783,Podkładka,1864.79,8,2013.97,E
25784,Nawigacja,329.4,5,345.87,A
25785,Laptop,1838.14,12,2058.72,E
25786,Kolumny,198.04,23,243.59,H
25787,Lampa biurkowa,66.6,5,69.93,A
25788,Router,2906.54,8,3139.06,C
25789,Statyw,539.15,8,582.28,G
25790,Telewizor,2984.05,23,3670.38,D
25791,Adapter,719.68,5,755.66,A
25792,Kino domowe,241.64,8,260.97,A
25793,Soundbar,3611.99,5,3792.59,D
25794,Torba,2489.56,12,2788.31,C
25795,Subwoofer,950.45,5,997.97,F
25796,Podkładka,833.87,5,875.56,A
25797,Adapter,2115.02,8,2284.22,H
25798,Etui,3239.47,8,3498.63,B
25799,Kabel,222.93,23,274.2,G
25800,Kabel,4632.09,12,5187.94,A
25801,Klawiatura,4219.16,12,4725.46,B
25802,Mikser,3005.16,8,3245.57,G
25803,Bindownica,3669.54,12,4109.88,C
25804,Uchwyt,4717.02,12,5283.06,E
25805,Klawiatura,4383.26,23,5391.41,C
25806,Kalkulator,4541.82,12,5086.84,A
25807,Soundbar,2757.15,5,2895.01,H
25808,Stacja dokująca,227.82,8,246.05,G
25809,Bindownica,2889.15,23,3553.65,C
25810,Robot kuchenny,3462.87,12,3878.41,G
25811,Powerbank,2862.8,12,3206.34,D
25812,Nawigacja,272.62,12,305.33,E
25813,Smartwatch,3130.05,8,3380.45,D
25814,Uchwyt,537.56,5,564.44,A
25815,Chłodzenie,1670.39,5,1753.91,G
25816,Kamera,622.13,12,696.79,B
25817,Lampa biurkowa,902.38,12,1010.67,F
25818,Stacja dokująca,3930.46,5,4126.98,C
25819,Podstawka,655.06,23,805.72,A
25820,Głośnik,4293.97,8,4637.49,A
25821,Router,3847.92,5,4040.32,H
25822,Chłodzenie,3211.6,12,3596.99,A
25823,Pamięć RAM,4558.95,8,4923.67,B
25824,Statyw,462.0,23,568.26,C
25825,Telewizor,2023.63,23,2489.06,F
25826,Kamera,4128.27,5,4334.68,D
25827,Mysz,4877.93,12,5463.28,D
25828,Tablet,808.18,12,905.16,F
25829,Klawiatura,68.4,5,71.82,F
25830,Fotel,2863.47,23,3522.07,E
25831,Skaner,3687.74,12,4130.27,C
25832,Robot kuchenny,189.94,8,205.14,D
25833,Fotel,3057.7,23,3760.97,C
25834,Soundbar,1180.45,5,1239.47,E
25835,Podstawka,4386.96,5,4606.31,C
25836,Skaner,397.21,12,444.88,E
25837,Monitor,2399.03,5,2518.98,E
25838,Kabel,3810.98,23,4687.51,H
25839,Zasilacz,3555.35,23,4373.08,H
25840,Klawiatura,3950.62,23,4859.26,C
25841,Drukarka,2102.47,23,2586.04,D
25842,Bindownica,3587.25,23,4412.32,B
